id_user,locality,speciality
23135,Madrid,"Herencias y Testamentos"
23134,Marbella,Civil
23134,Marbella,"Extranjería y Nacionalidad"
23134,Marbella,Familia
23134,Marbella,Penal
23134,Marbella,Divorcios
23133,Marbella,Desahucios
23133,Marbella,Civil
23133,Marbella,"Extranjería y Nacionalidad"
23133,Marbella,Inmobiliario
23125,Logroño,"Derecho bancario"
23124,Alcoy/Alcoi,"Derecho bancario"
23124,Alcoy/Alcoi,Laboral
23124,Alcoy/Alcoi,Mercantil
23124,Alcoy/Alcoi,Civil
23123,Alcoy/Alcoi,Civil
23123,Alcoy/Alcoi,Familia
23123,Alcoy/Alcoi,Divorcios
23123,Alcoy/Alcoi,"Derecho bancario"
23123,Alcoy/Alcoi,"Herencias y Testamentos"
23120,Ponferrada,"Seguridad Social"
23120,Ponferrada,Laboral
23120,Ponferrada,Penal
23119,Ponferrada,Laboral
23115,"Santa Cruz de Tenerife",Familia
23107,"Castellón de la Plana",Administrativo
23107,"Castellón de la Plana",Civil
23107,"Castellón de la Plana","Extranjería y Nacionalidad"
23107,"Castellón de la Plana",Familia
23107,"Castellón de la Plana",Laboral
23107,"Castellón de la Plana",Divorcios
23107,"Castellón de la Plana","Herencias y Testamentos"
23100,Madrid,Penal
23100,Toledo,Penal
23100,Madrid,"Extranjería y Nacionalidad"
23100,Toledo,"Extranjería y Nacionalidad"
23100,Madrid,Divorcios
23100,Toledo,Divorcios
23095,Alicante,Desahucios
23095,Alicante,Divorcios
23095,Alicante,Alquileres
23095,Alicante,"Accidentes de tráfico"
23095,Alicante,Civil
23095,Alicante,Familia
23090,Ponferrada,"Accidentes de tráfico"
23090,Ponferrada,Civil
23090,Ponferrada,Desahucios
23090,Ponferrada,Divorcios
23090,Ponferrada,"Derecho bancario"
23090,Ponferrada,"Reclamaciones de cantidad"
23088,Barcelona,"Reclamaciones de cantidad"
23088,Barcelona,"Seguridad Social"
23088,Barcelona,Tributario-Fiscal
23088,Barcelona,Laboral
23088,Barcelona,Penal
23087,Barcelona,Laboral
23087,Barcelona,Penal
23087,Barcelona,"Reclamaciones de cantidad"
23087,Barcelona,"Seguridad Social"
23087,Barcelona,Tributario-Fiscal
23087,Barcelona,Civil
23084,Madrid,"Reclamaciones de cantidad"
23084,"Boadilla del Monte","Reclamaciones de cantidad"
23084,Madrid,Concursal
23084,"Boadilla del Monte",Concursal
23084,Madrid,"Herencias y Testamentos"
23084,"Boadilla del Monte","Herencias y Testamentos"
23084,Madrid,Alquileres
23084,"Boadilla del Monte",Alquileres
23084,Madrid,Inmobiliario
23084,"Boadilla del Monte",Inmobiliario
23084,Madrid,Laboral
23084,"Boadilla del Monte",Laboral
23084,Madrid,Mercantil
23084,"Boadilla del Monte",Mercantil
23084,Madrid,Procesal
23084,"Boadilla del Monte",Procesal
23084,Madrid,Desahucios
23084,"Boadilla del Monte",Desahucios
23084,Madrid,Divorcios
23084,"Boadilla del Monte",Divorcios
23084,Madrid,"Derecho bancario"
23084,"Boadilla del Monte","Derecho bancario"
23082,Madrid,Desahucios
23082,Madrid,Divorcios
23082,Madrid,"Reclamaciones de cantidad"
23082,Madrid,"Herencias y Testamentos"
23082,Madrid,Familia
23082,Madrid,Laboral
23063,Huelva,Penal
23063,Huelva,Desahucios
23063,Huelva,"Accidentes de tráfico"
23063,Huelva,"Extranjería y Nacionalidad"
23049,Huelva,"Accidentes de tráfico"
23049,Huelva,Civil
23049,Huelva,Familia
23049,Huelva,Penal
23049,Huelva,Divorcios
23049,Huelva,"Derecho bancario"
23039,Eivissa,Desahucios
23039,Eivissa,Divorcios
23039,Eivissa,"Derecho bancario"
23039,Eivissa,Urbanismo
23030,"Las Palmas de Gran Canaria",General
23030,"Las Palmas de Gran Canaria",Penal
23021,"Las Palmas de Gran Canaria",Laboral
23021,"Las Palmas de Gran Canaria",Divorcios
23021,"Las Palmas de Gran Canaria",Civil
23021,"Las Palmas de Gran Canaria",Familia
23021,"Las Palmas de Gran Canaria","Herencias y Testamentos"
22997,Linares,Laboral
22996,Linares,Laboral
22993,Zamora,Penal
22993,Zamora,"Herencias y Testamentos"
22993,Zamora,Divorcios
22993,Zamora,"Accidentes de tráfico"
22993,Zamora,Civil
22989,Teulada,"Extranjería y Nacionalidad"
22976,Torrelavega,"Derecho bancario"
22976,Santander,"Derecho bancario"
22976,Castro-Urdiales,"Derecho bancario"
22976,Bilbao,"Derecho bancario"
22976,Madrid,"Derecho bancario"
22976,Madrid,"Derecho bancario"
22975,Santander,"Derecho bancario"
22972,"Puerto Lumbreras",Divorcios
22972,"Puerto Lumbreras",Penal
22972,"Puerto Lumbreras","Accidentes de tráfico"
22972,"Puerto Lumbreras",Civil
22972,"Puerto Lumbreras","Extranjería y Nacionalidad"
22972,"Puerto Lumbreras",Familia
22970,Sevilla,"Extranjería y Nacionalidad"
22970,Sevilla,Familia
22970,Sevilla,Divorcios
22970,Sevilla,"Reclamaciones de cantidad"
22970,Sevilla,Laboral
22967,Madrid,Divorcios
22967,"A Coruña",Divorcios
22967,Madrid,"Herencias y Testamentos"
22967,"A Coruña","Herencias y Testamentos"
22960,"Quart de Poblet","Comunidad de propietarios"
22960,Requena,"Comunidad de propietarios"
22960,Utiel,"Comunidad de propietarios"
22960,"Quart de Poblet",Concursal
22960,Requena,Concursal
22960,Utiel,Concursal
22960,"Quart de Poblet",Mercantil
22960,Requena,Mercantil
22960,Utiel,Mercantil
22960,"Quart de Poblet",Penal
22960,Requena,Penal
22960,Utiel,Penal
22960,"Quart de Poblet",Civil
22960,Requena,Civil
22960,Utiel,Civil
22960,"Quart de Poblet",Familia
22960,Requena,Familia
22960,Utiel,Familia
22960,"Quart de Poblet","Derecho bancario"
22960,Requena,"Derecho bancario"
22960,Utiel,"Derecho bancario"
22951,"A Coruña",Divorcios
22951,"A Coruña",Penal
22951,"A Coruña",Familia
22950,Telde,"Accidentes de tráfico"
22950,Telde,Familia
22950,Telde,Divorcios
22950,Telde,"Derecho bancario"
22950,Telde,Penal
22949,"A Coruña","Hipotecario y Notarial"
22949,"A Coruña",Laboral
22949,"A Coruña",Familia
22949,"A Coruña","Reclamaciones de cantidad"
22949,"A Coruña","Comunidad de propietarios"
22949,"A Coruña",Concursal
22949,"A Coruña","Herencias y Testamentos"
22949,"A Coruña",Desahucios
22949,"A Coruña",Divorcios
22949,"A Coruña","Derecho bancario"
22931,Córdoba,Divorcios
22931,Córdoba,Civil
22931,Córdoba,Familia
22931,Córdoba,Adopciones
22931,Córdoba,"Herencias y Testamentos"
22921,Granada,Desahucios
22921,Granada,Divorcios
22921,Granada,"Accidentes de tráfico"
22921,Granada,Civil
22921,Granada,Familia
22920,Madrid,Administrativo
22920,Madrid,Tributario-Fiscal
22920,Madrid,Inmobiliario
22920,Madrid,Internacional
22920,Madrid,Mercantil
22920,Madrid,"Nuevas tecnologías"
22920,Madrid,Penal
22918,Barcelona,Penal
22918,Barcelona,Familia
22918,Barcelona,Divorcios
22913,"A Coruña","Nuevas tecnologías"
22913,"A Coruña","Protección de datos"
22913,"A Coruña","Propiedad Intelectual"
22912,"A Coruña","Protección de datos"
22912,"A Coruña","Propiedad Intelectual"
22912,"A Coruña","Nuevas tecnologías"
22901,Madrid,Penal
22901,Madrid,Familia
22895,Zaragoza,Familia
22895,Zaragoza,"Herencias y Testamentos"
22895,Zaragoza,Divorcios
22895,Zaragoza,"Mediación y Arbitraje"
22895,Zaragoza,Penal
22885,Madrid,"Accidentes de tráfico"
22885,Madrid,Civil
22883,Tarragona,"Accidentes de tráfico"
22883,Tarragona,Civil
22883,Tarragona,"Extranjería y Nacionalidad"
22883,Tarragona,Familia
22883,Tarragona,Divorcios
22883,Tarragona,"Derecho bancario"
22881,Valencia,Divorcios
22881,Valencia,"Derecho bancario"
22881,Valencia,Penal
22881,Valencia,"Comunidad de propietarios"
22881,Valencia,"Accidentes de tráfico"
22881,Valencia,Civil
22880,Valencia,"Accidentes de tráfico"
22880,Valencia,Civil
22880,Valencia,Penal
22880,Valencia,Divorcios
22880,Valencia,"Derecho bancario"
22880,Valencia,"Comunidad de propietarios"
22868,Orihuela,"Reclamaciones de cantidad"
22868,Orihuela,Tributario-Fiscal
22868,Orihuela,"Herencias y Testamentos"
22868,Orihuela,Laboral
22868,Orihuela,Penal
22868,Orihuela,"Accidentes de tráfico"
22868,Orihuela,"Derecho bancario"
22867,Orihuela,"Derecho bancario"
22867,Orihuela,Laboral
22867,Orihuela,Penal
22867,Orihuela,Tributario-Fiscal
22867,Orihuela,"Herencias y Testamentos"
22867,Orihuela,"Accidentes de tráfico"
22865,Lugo,"Accidentes de tráfico"
22865,Lugo,Civil
22865,Lugo,"Extranjería y Nacionalidad"
22865,Lugo,Familia
22865,Lugo,Divorcios
22865,Lugo,"Derecho bancario"
22864,Lugo,Divorcios
22864,Lugo,"Derecho bancario"
22864,Lugo,"Accidentes de tráfico"
22864,Lugo,Civil
22864,Lugo,"Extranjería y Nacionalidad"
22864,Lugo,Familia
22850,Madrid,Administrativo
22850,Madrid,Civil
22850,Madrid,Familia
22850,Madrid,Divorcios
22850,Madrid,Militar
22850,Madrid,Penal
22849,Madrid,Militar
22849,Madrid,Penal
22849,Madrid,Divorcios
22849,Madrid,Administrativo
22849,Madrid,Civil
22849,Madrid,Familia
22847,Terrassa,Civil
22847,Terrassa,"Reclamaciones de cantidad"
22843,Murcia,Divorcios
22843,Murcia,"Accidentes de tráfico"
22837,Madrid,Civil
22837,Madrid,Inmobiliario
22837,Madrid,Divorcios
22829,Madrid,"Comunidad de propietarios"
22829,Madrid,"Herencias y Testamentos"
22829,Madrid,Alquileres
22829,Madrid,"Hipotecario y Notarial"
22824,"A Coruña",Divorcios
22824,"A Coruña","Derecho bancario"
22824,"A Coruña","Accidentes de tráfico"
22824,"A Coruña",Civil
22812,Requena,"Accidentes de tráfico"
22812,Requena,Civil
22812,Requena,Familia
22812,Requena,Divorcios
22812,Requena,"Derecho bancario"
22812,Requena,Laboral
22811,Requena,Laboral
22811,Requena,Divorcios
22811,Requena,"Derecho bancario"
22811,Requena,"Accidentes de tráfico"
22811,Requena,Civil
22811,Requena,Familia
22807,"Valle de Trápaga/Trapagaran","Derecho bancario"
22796,"A Coruña",Divorcios
22796,"A Coruña","Derecho bancario"
22796,"A Coruña",Laboral
22796,"A Coruña","Seguridad Social"
22796,"A Coruña",Concursal
22796,"A Coruña","Herencias y Testamentos"
22785,Palma,Divorcios
22785,Palma,"Derecho bancario"
22785,Palma,"Accidentes de tráfico"
22785,Palma,Civil
22785,Palma,Familia
22785,Palma,Penal
22784,Palma,Laboral
22784,Palma,Divorcios
22784,Palma,"Derecho bancario"
22784,Palma,"Accidentes de tráfico"
22784,Palma,Civil
22784,Palma,Familia
22778,Sevilla,"Accidentes de tráfico"
22778,Sevilla,Civil
22778,Sevilla,"Extranjería y Nacionalidad"
22778,Sevilla,Familia
22778,Sevilla,Penal
22778,Sevilla,Divorcios
22774,Ferrol,Divorcios
22774,Ferrol,Civil
22774,Ferrol,Familia
22774,Ferrol,Laboral
22774,Ferrol,Penal
22773,Barcelona,"Accidentes de tráfico"
22772,Barcelona,"Accidentes de tráfico"
22770,Girona,Civil
22770,Girona,Familia
22770,Girona,Divorcios
22770,Girona,"Derecho bancario"
22769,Girona,Divorcios
22769,Girona,"Derecho bancario"
22769,Girona,Civil
22769,Girona,Familia
22768,Barcelona,"Extranjería y Nacionalidad"
22768,Barcelona,Divorcios
22761,"Santiago de Compostela",Divorcios
22761,"Santiago de Compostela","Derecho bancario"
22761,"Santiago de Compostela","Accidentes de tráfico"
22761,"Santiago de Compostela",Civil
22761,"Santiago de Compostela",Familia
22761,"Santiago de Compostela",Laboral
22746,Madrid,"Accidentes de tráfico"
22743,Valencia,Civil
22743,Valencia,Familia
22743,Valencia,"Derecho bancario"
22743,Valencia,"Seguridad Social"
22743,Valencia,Tributario-Fiscal
22743,Valencia,Concursal
22743,Valencia,Alquileres
22743,Valencia,Inmobiliario
22743,Valencia,Laboral
22743,Valencia,Mercantil
22743,Valencia,Penal
22742,Valencia,Desahucios
22736,Jaén,Divorcios
22736,Jaén,"Hipotecario y Notarial"
22736,Jaén,Civil
22736,Jaén,Familia
22736,Jaén,Concursal
22736,Jaén,"Herencias y Testamentos"
22735,Madrid,Penal
22735,Madrid,Divorcios
22735,Madrid,"Derecho bancario"
22735,Madrid,"Accidentes de tráfico"
22735,Madrid,Civil
22735,Madrid,Familia
22728,Albacete,Familia
22728,Albacete,"Hipotecario y Notarial"
22728,Albacete,Penal
22728,Albacete,Divorcios
22726,Alicante,"Derecho bancario"
22726,Alicante,Civil
22726,Alicante,Telecomunicaciones
22726,Alicante,Inmobiliario
22726,Alicante,Penal
22716,Alicante,Mercantil
22716,Alicante,Penal
22716,Alicante,Procesal
22716,Alicante,"Propiedad Industrial"
22716,Alicante,Civil
22716,Alicante,"Derecho bancario"
22716,Alicante,Tributario-Fiscal
22716,Alicante,Seguros
22716,Alicante,Concursal
22714,Alicante,Civil
22714,Alicante,Penal
22714,Alicante,"Derecho bancario"
22712,Zaragoza,Divorcios
22712,Zaragoza,"Derecho bancario"
22712,Zaragoza,"Accidentes de tráfico"
22712,Zaragoza,Familia
22712,Zaragoza,Laboral
22712,Zaragoza,Penal
22711,Zaragoza,Divorcios
22711,Zaragoza,"Herencias y Testamentos"
22711,Zaragoza,Familia
22702,Marbella,"Accidentes de tráfico"
22702,Marbella,Administrativo
22702,Marbella,"Derecho bancario"
22702,Marbella,Inmobiliario
22702,Marbella,Urbanismo
22702,Marbella,"Comunidad de propietarios"
22696,Lleida,Divorcios
22696,Lleida,"Accidentes de tráfico"
22696,Lleida,Civil
22696,Lleida,Familia
22696,Lleida,Laboral
22696,Lleida,Penal
22695,Lleida,Laboral
22695,Lleida,Penal
22695,Lleida,Divorcios
22695,Lleida,"Accidentes de tráfico"
22695,Lleida,Civil
22695,Lleida,Familia
22688,Antequera,Penal
22685,Barcelona,Deportivo
22685,Barcelona,Energía
22685,Barcelona,Desahucios
22685,Barcelona,Divorcios
22685,Barcelona,"Derecho bancario"
22679,Castro-Urdiales,Civil
22679,Bilbao,Civil
22679,Castro-Urdiales,Inmobiliario
22679,Bilbao,Inmobiliario
22679,Castro-Urdiales,Laboral
22679,Bilbao,Laboral
22679,Castro-Urdiales,"Reclamaciones de cantidad"
22679,Bilbao,"Reclamaciones de cantidad"
22679,Castro-Urdiales,"Comunidad de propietarios"
22679,Bilbao,"Comunidad de propietarios"
22679,Castro-Urdiales,Concursal
22679,Bilbao,Concursal
22678,Castro-Urdiales,"Reclamaciones de cantidad"
22678,Castro-Urdiales,"Comunidad de propietarios"
22678,Castro-Urdiales,Concursal
22678,Castro-Urdiales,Civil
22678,Castro-Urdiales,Inmobiliario
22673,"Santa Cruz de Tenerife","Hipotecario y Notarial"
22673,"Santa Cruz de Tenerife","Reclamaciones de cantidad"
22673,"Santa Cruz de Tenerife",Desahucios
22673,"Santa Cruz de Tenerife",Divorcios
22673,"Santa Cruz de Tenerife","Derecho bancario"
22673,"Santa Cruz de Tenerife",Deportivo
22657,Albacete,Familia
22657,Albacete,Penal
22657,Albacete,Divorcios
22635,Girona,Divorcios
22635,Girona,"Derecho bancario"
22635,Girona,Civil
22635,Girona,Laboral
22635,Girona,Penal
22627,"Villanueva de la Cañada",Penal
22627,"Villanueva de la Cañada",Divorcios
22627,"Villanueva de la Cañada","Derecho bancario"
22627,"Villanueva de la Cañada","Consumidores y Usuarios"
22627,"Villanueva de la Cañada","Herencias y Testamentos"
22627,"Villanueva de la Cañada","Accidentes de tráfico"
22627,"Villanueva de la Cañada","Extranjería y Nacionalidad"
22627,"Villanueva de la Cañada",Familia
22626,"Villanueva de la Cañada","Accidentes de tráfico"
22626,"Villanueva de la Cañada","Extranjería y Nacionalidad"
22626,"Villanueva de la Cañada",Familia
22626,"Villanueva de la Cañada",Divorcios
22626,"Villanueva de la Cañada",Penal
22626,"Villanueva de la Cañada","Herencias y Testamentos"
22621,Madrid,Divorcios
22621,Madrid,Penal
22617,Madrid,Penal
22617,Madrid,Familia
22617,Madrid,Divorcios
22616,Madrid,Divorcios
22616,Madrid,Penal
22616,Madrid,Familia
22614,Oroso,"Accidentes de tráfico"
22614,Oroso,Civil
22614,Oroso,Familia
22614,Oroso,Divorcios
22614,Oroso,Laboral
22614,Oroso,Penal
22603,Barcelona,Laboral
22603,Barcelona,Laboral
22603,Reus,Laboral
22603,Barcelona,Penal
22603,Barcelona,Penal
22603,Reus,Penal
22603,Barcelona,Civil
22603,Barcelona,Civil
22603,Reus,Civil
22603,Barcelona,"Extranjería y Nacionalidad"
22603,Barcelona,"Extranjería y Nacionalidad"
22603,Reus,"Extranjería y Nacionalidad"
22603,Barcelona,Familia
22603,Barcelona,Familia
22603,Reus,Familia
22603,Barcelona,Alquileres
22603,Barcelona,Alquileres
22603,Reus,Alquileres
22603,Barcelona,Desahucios
22603,Barcelona,Desahucios
22603,Reus,Desahucios
22603,Barcelona,Divorcios
22603,Barcelona,Divorcios
22603,Reus,Divorcios
22602,Reus,Desahucios
22602,Reus,"Extranjería y Nacionalidad"
22602,Reus,Familia
22602,Reus,Laboral
22602,Reus,Penal
22602,Reus,Alquileres
22598,Almería,"Accidentes de tráfico"
22598,Almería,Civil
22598,Almería,Familia
22598,Almería,Divorcios
22598,Almería,"Derecho bancario"
22598,Almería,Laboral
22597,Almería,Laboral
22597,Almería,"Accidentes de tráfico"
22597,Almería,Civil
22597,Almería,Familia
22597,Almería,Divorcios
22597,Almería,"Derecho bancario"
22582,Sevilla,Concursal
22580,Zaragoza,Divorcios
22580,Zaragoza,Laboral
22580,Zaragoza,Penal
22580,Zaragoza,"Accidentes de tráfico"
22580,Zaragoza,Familia
22579,Zaragoza,"Accidentes de tráfico"
22579,Zaragoza,Familia
22579,Zaragoza,Divorcios
22579,Zaragoza,Laboral
22579,Zaragoza,Penal
22578,Bilbao,Administrativo
22578,Bilbao,Civil
22578,Bilbao,"Extranjería y Nacionalidad"
22578,Bilbao,"Reclamaciones de cantidad"
22578,Bilbao,Divorcios
22578,Bilbao,"Derecho bancario"
22574,Granollers,Desahucios
22574,Granollers,Divorcios
22574,Granollers,Familia
22574,Granollers,Laboral
22574,Granollers,Penal
22574,Granollers,"Reclamaciones de cantidad"
22567,"L'Hospitalet de Llobregat",Penal
22558,"A Coruña","Accidentes de tráfico"
22558,"A Coruña",Familia
22558,"A Coruña",Divorcios
22547,Madrid,Divorcios
22547,Madrid,Civil
22547,Madrid,Familia
22542,Córdoba,"Accidentes de tráfico"
22542,Córdoba,Divorcios
22542,Córdoba,"Derecho bancario"
22541,Cáceres,Divorcios
22541,Cáceres,"Derecho bancario"
22541,Cáceres,"Accidentes de tráfico"
22541,Cáceres,Civil
22541,Cáceres,Familia
22541,Cáceres,Laboral
22541,Cáceres,Penal
22538,"Navalmoral de la Mata",Mercantil
22538,"Navalmoral de la Mata","Accidentes de tráfico"
22538,"Navalmoral de la Mata",Civil
22538,"Navalmoral de la Mata",Familia
22538,"Navalmoral de la Mata",Divorcios
22538,"Navalmoral de la Mata",Concursal
22534,Madrid,"Reclamaciones de cantidad"
22534,Madrid,Concursal
22534,Madrid,"Herencias y Testamentos"
22534,Madrid,"Accidentes de tráfico"
22534,Madrid,Civil
22534,Madrid,Familia
22534,Madrid,Laboral
22534,Madrid,Mercantil
22534,Madrid,Penal
22534,Madrid,Desahucios
22534,Madrid,Divorcios
22533,Madrid,"Accidentes de tráfico"
22533,Madrid,"Reclamaciones de cantidad"
22533,Madrid,Concursal
22533,Madrid,General
22533,Madrid,Penal
22523,Madrid,"Accidentes de tráfico"
22523,Madrid,Familia
22523,Madrid,Divorcios
22523,Madrid,"Derecho bancario"
22519,Gijón,Divorcios
22519,Gijón,"Derecho bancario"
22519,Gijón,"Accidentes de tráfico"
22519,Gijón,Civil
22519,Gijón,Familia
22519,Gijón,Laboral
22518,Madrid,Laboral
22518,Madrid,"Accidentes de tráfico"
22518,Madrid,"Extranjería y Nacionalidad"
22517,Madrid,"Accidentes de tráfico"
22517,Madrid,"Extranjería y Nacionalidad"
22517,Madrid,Laboral
22513,"Santa Cruz de Tenerife","Herencias y Testamentos"
22513,Avilés,"Herencias y Testamentos"
22512,"Santa Cruz de Tenerife","Accidentes de tráfico"
22512,"Santa Cruz de Tenerife",Divorcios
22511,Murcia,Divorcios
22511,Murcia,"Accidentes de tráfico"
22511,Murcia,Civil
22511,Murcia,Familia
22511,Murcia,"Reclamaciones de cantidad"
22511,Murcia,Laboral
22511,Murcia,Médico-Sanitario
22510,Murcia,Laboral
22510,Murcia,Penal
22510,Murcia,"Accidentes de tráfico"
22510,Murcia,Civil
22510,Murcia,Familia
22510,Murcia,Divorcios
22510,Murcia,"Reclamaciones de cantidad"
22507,"A Coruña","Accidentes de tráfico"
22507,"A Coruña",Civil
22507,"A Coruña",Divorcios
22507,"A Coruña","Derecho bancario"
22496,Barcelona,Divorcios
22496,Barcelona,"Accidentes de tráfico"
22496,Barcelona,Civil
22496,Barcelona,Familia
22495,Barcelona,Civil
22495,Barcelona,Familia
22495,Barcelona,Divorcios
22489,Zaragoza,Desahucios
22489,Zaragoza,Alquileres
22489,Zaragoza,Penal
22489,Zaragoza,Administrativo
22489,Zaragoza,Civil
22488,Zaragoza,Administrativo
22488,Zaragoza,Civil
22488,Zaragoza,"Reclamaciones de cantidad"
22488,Zaragoza,Alquileres
22488,Zaragoza,"Mediación y Arbitraje"
22488,Zaragoza,Penal
22484,Rivas-Vaciamadrid,Penal
22484,Rivas-Vaciamadrid,"Accidentes de tráfico"
22484,Rivas-Vaciamadrid,Civil
22484,Rivas-Vaciamadrid,"Extranjería y Nacionalidad"
22484,Rivas-Vaciamadrid,Familia
22484,Rivas-Vaciamadrid,Divorcios
22483,Madrid,Divorcios
22483,Madrid,"Accidentes de tráfico"
22483,Madrid,Civil
22483,Madrid,"Extranjería y Nacionalidad"
22483,Madrid,Familia
22483,Madrid,Penal
22473,Eivissa,"Reclamaciones de cantidad"
22472,Eivissa,"Accidentes de tráfico"
22465,Ponferrada,"Accidentes de tráfico"
22465,Ponferrada,Civil
22465,Ponferrada,Divorcios
22465,Ponferrada,"Derecho bancario"
22465,Ponferrada,Laboral
22465,Ponferrada,Penal
22456,Sevilla,Penal
22456,Sevilla,Tributario-Fiscal
22456,Sevilla,"Herencias y Testamentos"
22455,Sevilla,Tributario-Fiscal
22455,Sevilla,"Herencias y Testamentos"
22442,Sevilla,"Herencias y Testamentos"
22441,"Vilanova i la Geltrú","Extranjería y Nacionalidad"
22430,"Las Palmas de Gran Canaria",Civil
22430,"Las Palmas de Gran Canaria","Reclamaciones de cantidad"
22430,"Las Palmas de Gran Canaria","Comunidad de propietarios"
22430,"Las Palmas de Gran Canaria",Alquileres
22430,"Las Palmas de Gran Canaria",Inmobiliario
22430,"Las Palmas de Gran Canaria",Divorcios
22429,"Las Palmas de Gran Canaria",Divorcios
22429,"Las Palmas de Gran Canaria","Reclamaciones de cantidad"
22429,"Las Palmas de Gran Canaria","Comunidad de propietarios"
22429,"Las Palmas de Gran Canaria",Alquileres
22429,"Las Palmas de Gran Canaria",Civil
22429,"Las Palmas de Gran Canaria",Inmobiliario
22425,Málaga,Laboral
22425,Málaga,Penal
22425,Málaga,Divorcios
22425,Málaga,"Derecho bancario"
22425,Málaga,"Accidentes de tráfico"
22425,Málaga,Civil
22423,Málaga,"Accidentes de tráfico"
22423,Málaga,Civil
22423,Málaga,Laboral
22423,Málaga,Penal
22423,Málaga,Divorcios
22423,Málaga,"Derecho bancario"
22409,Sabadell,Divorcios
22409,Sabadell,"Accidentes de tráfico"
22409,Sabadell,Familia
22405,Barcelona,"Accidentes de tráfico"
22405,"L'Hospitalet de Llobregat","Accidentes de tráfico"
22402,Sevilla,Desahucios
22387,Madrid,Desahucios
22387,Madrid,Divorcios
22387,Madrid,Civil
22387,Madrid,Familia
22387,Madrid,"Reclamaciones de cantidad"
22387,Madrid,Laboral
22386,Madrid,Laboral
22386,Madrid,Civil
22386,Madrid,Familia
22386,Madrid,Desahucios
22386,Madrid,Divorcios
22386,Madrid,"Reclamaciones de cantidad"
22385,Valencia,"Extranjería y Nacionalidad"
22385,Valencia,Familia
22385,Valencia,Penal
22385,Valencia,Divorcios
22384,Valencia,Divorcios
22384,Valencia,"Extranjería y Nacionalidad"
22384,Valencia,Familia
22384,Valencia,Penal
22375,Palma,Divorcios
22375,Palma,"Accidentes de tráfico"
22375,Palma,Civil
22375,Palma,Familia
22373,Palma,"Accidentes de tráfico"
22373,Palma,Civil
22373,Palma,Familia
22373,Palma,Divorcios
22372,Barcelona,Internacional
22372,Manresa,Internacional
22372,Madrid,Internacional
22372,Sabadell,Internacional
22372,Manresa,Internacional
22372,Barcelona,"Extranjería y Nacionalidad"
22372,Manresa,"Extranjería y Nacionalidad"
22372,Madrid,"Extranjería y Nacionalidad"
22372,Sabadell,"Extranjería y Nacionalidad"
22372,Manresa,"Extranjería y Nacionalidad"
22340,"San Fernando",Civil
22340,"San Fernando",Familia
22340,"San Fernando",Divorcios
22340,"San Fernando","Derecho bancario"
22340,"San Fernando","Reclamaciones de cantidad"
22340,"San Fernando",Penal
22339,"San Fernando",Penal
22339,"San Fernando",Divorcios
22339,"San Fernando","Derecho bancario"
22339,"San Fernando",Civil
22339,"San Fernando",Familia
22339,"San Fernando","Reclamaciones de cantidad"
22335,Tarragona,"Reclamaciones de cantidad"
22335,Girona,"Reclamaciones de cantidad"
22335,Madrid,"Reclamaciones de cantidad"
22335,Lleida,"Reclamaciones de cantidad"
22335,Tarragona,Divorcios
22335,Girona,Divorcios
22335,Madrid,Divorcios
22335,Lleida,Divorcios
22335,Tarragona,"Hipotecario y Notarial"
22335,Girona,"Hipotecario y Notarial"
22335,Madrid,"Hipotecario y Notarial"
22335,Lleida,"Hipotecario y Notarial"
22335,Tarragona,Laboral
22335,Girona,Laboral
22335,Madrid,Laboral
22335,Lleida,Laboral
22335,Tarragona,"Mediación y Arbitraje"
22335,Girona,"Mediación y Arbitraje"
22335,Madrid,"Mediación y Arbitraje"
22335,Lleida,"Mediación y Arbitraje"
22335,Tarragona,Mercantil
22335,Girona,Mercantil
22335,Madrid,Mercantil
22335,Lleida,Mercantil
22335,Tarragona,"Nuevas tecnologías"
22335,Girona,"Nuevas tecnologías"
22335,Madrid,"Nuevas tecnologías"
22335,Lleida,"Nuevas tecnologías"
22335,Tarragona,Penal
22335,Girona,Penal
22335,Madrid,Penal
22335,Lleida,Penal
22335,Tarragona,Civil
22335,Girona,Civil
22335,Madrid,Civil
22335,Lleida,Civil
22335,Tarragona,"Extranjería y Nacionalidad"
22335,Girona,"Extranjería y Nacionalidad"
22335,Madrid,"Extranjería y Nacionalidad"
22335,Lleida,"Extranjería y Nacionalidad"
22335,Tarragona,Familia
22335,Girona,Familia
22335,Madrid,Familia
22335,Lleida,Familia
22334,Tarragona,"Accidentes de tráfico"
22334,Tarragona,"Extranjería y Nacionalidad"
22334,Tarragona,Divorcios
22334,Tarragona,"Derecho bancario"
22334,Tarragona,Laboral
22334,Tarragona,Penal
22333,Madrid,Laboral
22328,Pamplona/Iruña,Civil
22328,Pamplona/Iruña,Familia
22328,Pamplona/Iruña,Divorcios
22327,Pamplona/Iruña,Divorcios
22327,Pamplona/Iruña,Civil
22327,Pamplona/Iruña,Familia
22323,"Santa Cruz de Tenerife","Extranjería y Nacionalidad"
22323,"Santa Cruz de Tenerife",Laboral
22319,Badajoz,Penal
22319,Badajoz,"Accidentes de tráfico"
22319,Badajoz,Civil
22319,Badajoz,Familia
22319,Badajoz,Divorcios
22317,Valencia,Divorcios
22317,Valencia,Seguros
22317,Valencia,"Accidentes de tráfico"
22317,Valencia,Familia
